scaffold	type	Quality
NC_028843.1 Mycobacterium phage Lolly9, complete genome	lysogenic	high quality draft
NC_031127.1 Erwinia phage vB_EamM_Huxley, complete genome	lytic	high quality draft
NC_048133.1 Aeromonas phage ZPAH7, complete genome	lytic	high quality draft
NC_008200.1 Mycobacterium phage PLot, complete genome	lytic	high quality draft
NC_052460.1 Mycobacterium phage Ruotula, complete genome	lytic	high quality draft
NC_047830.1 Escherichia phage ST32, complete genome	lytic	high quality draft
NC_018859.1 Escherichia phage ECBP2, complete genome	lytic	high quality draft
NC_048006.1 Salmonella phage S114, complete genome	lytic	high quality draft
NC_055742.1 Enterobacteria phage vB_EcoM_IME341, complete genome	lytic	high quality draft
NC_055711.1 Pseudomonas phage PaMx41, complete genome	lytic	medium quality draft
NC_031071.1 Lactococcus phage D4410, complete genome	lytic	high quality draft
NC_047996.1 Escherichia phage Eco_BIFF, complete genome	lytic	high quality draft
NC_025445.1 Enterobacteria phage J8-65, complete genome	lytic	high quality draft
NC_055817.1 Mycobacterium phage Jeeves, complete genome	lytic	high quality draft
NC_027401.1 Propionibacterium phage PHL095N00, complete genome	lytic	high quality draft
NC_031944.1 Synechococcus phage S-WAM1 isolate 0810PA09, complete genome	lytic	high quality draft
NC_052444.1 Mycobacterium phage MaryBeth, complete genome	lytic	high quality draft
NC_054435.1 Gordonia phage Dardanus, complete genome	lytic	high quality draft
NC_047730.1 Staphylococcus phage IME-SA2, complete genome	lytic	high quality draft
NC_024365.1 Pseudomonas phage phiPSA1, complete genome	lysogenic	medium quality draft
NC_028942.1 Mycobacterium phage Phipps, complete sequence	lytic	high quality draft
NC_028745.1 Pseudomonas phage DL60, complete genome	lytic	high quality draft
NC_042316.1 Mycobacterium virus BAKA, complete genome	lysogenic	medium quality draft
NC_010429.1 Stenotrophomonas phage PSH1, complete sequence	lytic	low quality draft
NC_047958.1 Burkholderia phage vB_BmuP_KL4, complete genome	lysogenic	high quality draft
NC_061440.1 Erwinia phage pEa_SNUABM_22, complete genome	lytic	high quality draft
NC_055777.1 Gordonia phage Nordenberg, complete genome	lytic	low quality draft
NC_011044.1 Mycobacterium phage Nigel, complete genome	lytic	high quality draft
NC_014901.1 Mycobacterium phage Wee, complete genome	lysogenic	medium quality draft
NC_054641.1 Salmonella virus KFS-SE2, complete genome	lytic	high quality draft
NC_028758.1 Paenibacillus phage HB10c2, complete genome	lysogenic	high quality draft
NC_001574.1 Cacao swollen shoot virus, complete genome	lytic	low quality draft
NC_020479.1 Bacillus phage Curly, complete genome	lytic	high quality draft
NC_054907.1 Enterobacteria phage T6 DNA, complete genome	lytic	high quality draft
NC_049483.1 Lactococcus phage CHPC52, complete genome	lytic	low quality draft
NC_007823.1 Coliphage NC28, complete genome	lytic	low quality draft
NC_021776.1 Vibrio phage vpms1, complete genome	lytic	high quality draft
NC_049378.1 Salmonella phage ST-W77, complete genome	lytic	high quality draft
NC_055871.1 CrAssphage cr106_1, complete genome	lytic	low quality draft
NC_029003.2 Salmonella phage SEN1, complete genome	lysogenic	medium quality draft
NC_002656.1 Mycobacterium phage Bxb1, complete genome	lytic	high quality draft
NC_021531.1 Cronobacter phage CR5, complete genome	lytic	high quality draft
NC_048174.1 Shigella phage HRP29, complete genome	lytic	high quality draft
NC_051613.1 Mycobacterium phage Amelie, complete genome	lysogenic	high quality draft
NC_016071.1 Salmonella phage PVP-SE1, complete genome	lytic	high quality draft
NC_007822.1 Coliphage WA45, complete genome	lytic	low quality draft
NC_047816.1 Ralstonia phage RS-PI-1, complete genome	lysogenic	high quality draft
NC_054429.1 Arthrobacter phage Urla, complete genome	lytic	high quality draft
NC_015453.1 Propionibacterium phage PAS50 endogenous virus, complete genome	lytic	high quality draft
NC_004170.1 Pseudomonas phage phi13 segment S, complete sequence	lytic	low quality draft
NC_041920.1 Escherichia phage phiEC1, complete genome	lytic	high quality draft
NC_055774.1 Gordonia phage Bibwit, complete genome	lytic	low quality draft
NC_005260.1 Aeromonas phage Aeh1, complete genome	lytic	high quality draft
NC_031937.1 Escherichia phage LM33_P1 genome assembly, chromosome: I	lytic	high quality draft
NC_023548.1 Citrobacter phage CR8 complete genome	lytic	high quality draft
NC_021857.1 Shigella phage SfII, complete genome	lysogenic	high quality draft
NC_048051.1 Uncultured Mediterranean phage clone uvDeep-GF0-KM16-C193 genomic sequence	lysogenic	high quality draft
NC_031024.1 Bacillus phage Belinda, complete genome	lytic	high quality draft
NC_024209.1 Mycobacterium phage Hawkeye, complete genome	lytic	high quality draft
NC_013668.3 Anguillid herpesvirus 1, complete genome	lytic	high quality draft
NC_052987.1 Klebsiella phage KPN N98, complete genome	lytic	high quality draft
NC_052418.1 Mycobacterium phage BaconJack, complete genome	lytic	high quality draft
NC_018272.1 Persicivirga phage P12024L, complete genome	lytic	medium quality draft
NC_047773.1 Klebsiella phage vB_KpnP_KpV766, complete genome	lytic	high quality draft
NC_003327.2 Vibrio phage VSK, complete genome	lytic	low quality draft
NC_028682.1 Mycobacterium phage Badfish, complete genome	lytic	high quality draft
NC_054954.1 Natrialba phage PhiCh1, complete genome	lysogenic	medium quality draft
NC_042092.1 Pseudomonas phage tabernarius, complete genome	lytic	high quality draft
NC_016434.1 Gordonia phage GTE5, complete genome	lytic	high quality draft
NC_047912.1 Faecalibacterium phage FP_Lugh, complete genome	lysogenic	high quality draft
NC_055831.1 Phage NBEco003, complete genome	lytic	high quality draft
NC_024329.1 Podovirus Lau218 strain Abe, complete genome	lytic	high quality draft
NC_007818.1 Coliphage ID21, complete genome	lytic	low quality draft
NC_029059.1 Mycobacterium phage Edtherson, complete genome	lytic	high quality draft
NC_041955.1 Propionibacterium phage PHL082M03, complete genome	lytic	high quality draft
NC_027384.1 Pseudomonas phage H70, complete genome	lytic	high quality draft
NC_048132.1 Escherichia phage vB_EcoS-95, complete genome	lytic	high quality draft
NC_047788.1 Staphylococcus phage SCH1, complete genome	lytic	medium quality draft
NC_055801.1 Vibrio phage Pontus, complete genome	lytic	high quality draft
NC_010326.1 Pseudomonas phage LUZ19, complete genome	lytic	high quality draft
NC_011284.1 Mycobacterium phage Chah, complete genome	lytic	high quality draft
NC_048191.1 Rheinheimera phage vB_RspM_Barba21A, complete genome	lytic	high quality draft
NC_041897.1 Escherichia phage K1ind1, complete genome	lytic	medium quality draft
NC_007461.1 Chlamydia phage 4, complete genome	lytic	low quality draft
NC_026587.1 Pseudomonas phage vB_PaeM_PAO1_Ab03, complete genome	lytic	high quality draft
NC_048629.1 Clostridium phage CpV1 hypothetical proteins, DNA polymerase, hypothetical protein, putative transcriptional regulator, hypothetical proteins, DNA encapsidation protein, collar protein, connector protein, hypothetical protein, endolysin, tail protein, lysozyme-peptidase, hypothetical protein, head protein, hypothetical proteins, and putative DNA binding protein genes, complete cds	lytic	medium quality draft
NC_031224.2 Arthrobacter phage Mudcat, complete genome	lytic	medium quality draft
NC_047718.1 Synechococcus phage ACG-2014b isolate Syn7803C61, complete genome	lytic	high quality draft
NC_054811.1 Mycobacterium phage Heffalump, complete genome	lysogenic	high quality draft
NC_048041.1 Vibrio phage vB_VpS_PG07, complete genome	lytic	high quality draft
NC_011022.1 Mycobacterium phage DD5, complete genome	lytic	high quality draft
NC_048795.1 Salmonella phage Th1, complete genome	lytic	high quality draft
NC_028698.1 Salmonella phage f18SE, complete genome	lytic	low quality draft
NC_048647.1 Klebsiella phage KNP2 genomic sequence	lytic	high quality draft
NC_042332.1 Mycobacterium virus JAWS, complete genome	lysogenic	high quality draft
NC_051641.1 Mycobacterium phage Byougenkin, complete genome	lysogenic	medium quality draft
NC_048020.1 Microbacterium phage KaiHaiDragon, complete genome	lytic	medium quality draft
NC_008721.2 Streptococcus phage SMP, complete genome	lysogenic	medium quality draft
NC_028928.1 Mycobacterium phage Nerujay, complete genome	lytic	high quality draft
NC_042346.1 Salmonella virus BTP1 genome assembly, chromosome: BTP1	lysogenic	high quality draft
NC_047870.1 Rhizobium phage RHEph09, complete genome	lytic	high quality draft
NC_020414.2 Salmonella phage UAB_Phi78, complete genome	lytic	high quality draft
NC_006820.1 Synechococcus phage S-PM2, complete genome	lytic	high quality draft
NC_031256.1 Mycobacterium phage Loser, complete genome	lytic	high quality draft
NC_055825.1 Mycobacterium phage LilMoolah, complete genome	lysogenic	medium quality draft
NC_027371.1 Propionibacterium phage Pacnes 2012-15, complete genome	lytic	high quality draft
NC_027648.1 Microviridae Fen7940_21, complete genome	lytic	low quality draft
NC_049341.1 Escherichia phage 503458, complete genome	lytic	high quality draft
NC_031097.1 Gordonia phage Zirinka, complete genome	lysogenic	high quality draft
NC_025470.1 Shewanella sp. phage 1/40, complete genome	lytic	high quality draft
NC_015569.1 Synechococcus phage S-CRM01, complete genome	lytic	high quality draft
NC_047834.1 Alteromonas virus vB_AspP-H4/4, complete genome	lytic	high quality draft
NC_007058.1 Staphylococcus phage ROSA, complete genome	lysogenic	high quality draft
NC_041855.1 Mycobacterium phage Dorothy, complete genome	lysogenic	medium quality draft
NC_054418.1 Arthrobacter phage BigMack, complete genome	lytic	high quality draft
NC_003324.1 Sinorhizobium phage PBC5, complete genome	lysogenic	low quality draft
NC_013585.1 Acidianus spindle-shaped virus 1, complete genome	lysogenic	medium quality draft
NC_048779.1 Vibrio phage USC-1, complete genome	lytic	high quality draft
NC_049510.1 Erwinia phage phiEaP-8, complete genome	lytic	high quality draft
NC_007902.1 Sodalis phage phiSG1, complete genome	lysogenic	medium quality draft
NC_014457.1 Clostridium phage phiCTP1, complete genome	lytic	high quality draft
NC_028869.1 Mycobacterium phage HyRo, complete genome	lytic	high quality draft
NC_019508.1 Clostridium phage phiCP34O, complete genome	lytic	medium quality draft
NC_054636.1 Shigella phage Sf11 SMD-2017, complete genome	lytic	medium quality draft
NC_047839.1 Pseudoalteromonas phage SL20, complete genome	lytic	high quality draft
NC_005066.1 Enterobacteria phage RB49, complete genome	lytic	high quality draft
NC_029015.2 Salmonella phage SEN4, complete genome	lysogenic	medium quality draft
NC_009514.1 Phage cdtI DNA, complete genome	lysogenic	medium quality draft
NC_048784.1 Rhodococcus phage Whack, complete genome	lysogenic	low quality draft
NC_049434.1 Lactococcus phage MP1, complete genome	lytic	low quality draft
NC_047999.1 Salmonella phage SH9, partial genome	lytic	high quality draft
NC_047725.1 Staphylococcus phage Fi200W, complete genome	lytic	high quality draft
NC_047728.1 Staphylococcus phage A5W, complete genome	lytic	high quality draft
NC_031091.1 Pseudomonas phage MD8, complete genome	lysogenic	medium quality draft
NC_051695.1 Mycobacterium phage OwlsT2W, complete genome	lysogenic	medium quality draft
NC_031260.1 Enterococcus phage Ec-ZZ2, complete genome	lytic	high quality draft
NC_028977.1 Klebsiella phage vB_KpnP_KpV289, complete genome	lytic	high quality draft
NC_026926.1 Synechococcus phage ACG-2014j isolate Syn7803US103, complete genome	lytic	high quality draft
NC_013650.1 Mycobacterium phage ET08, complete genome	lytic	high quality draft
NC_054984.1 Paenibacillus phage Dragolir, complete genome	lysogenic	high quality draft
NC_056724.1 Lactococcus lactis phage BK5-T complete genome	lysogenic	high quality draft
NC_048112.1 Escherichia phage Skarpretter, complete genome	lytic	high quality draft
NC_048754.1 Lactobacillus phage SAC12B, complete genome	lytic	high quality draft
NC_047909.1 Faecalibacterium phage FP_Brigit, complete genome	lytic	high quality draft
NC_028784.1 Mycobacterium phage Tasp14, complete genome	lytic	high quality draft
NC_051588.1 Mycobacterium phage Aminay, complete genome	lysogenic	medium quality draft
NC_049399.1 Lactococcus phage 30804, complete genome	lytic	low quality draft
NC_009127.1 Cyprinid herpesvirus 3, complete genome	lytic	medium quality draft
NC_028953.1 Mycobacterium phage MiaZeal, complete genome	lysogenic	medium quality draft
NC_021536.1 Synechococcus phage S-IOM18 genomic sequence	lytic	high quality draft
NC_051719.1 Mycobacterium phage WillSterrel, complete genome	lysogenic	medium quality draft
NC_023705.1 Mycobacterium phage Liefie, complete genome	lysogenic	low quality draft
NC_054970.1 Pseudomonas phage inbricus, complete genome	lytic	high quality draft
NC_004775.2 Enterobacteria phage epsilon15, complete genome	lysogenic	low quality draft
NC_003356.1 Enterobacteria phage phiP27, complete genome	lysogenic	high quality draft
NC_048175.1 Klebsiella phage Pharr, complete genome	lytic	high quality draft
NC_041980.1 Enterobacter phage phiEap-3, complete genome	lytic	high quality draft
NC_055715.1 Klebsiella phage KPV15, complete genome	lytic	high quality draft
NC_054433.1 Mycobacterium phage Weirdo19, complete genome	lysogenic	low quality draft
NC_005135.1 Aeromonas phage 44RR2.8t, complete genome	lytic	high quality draft
NC_045425.1 Thermus phage phiOH3 genomic DNA, complete genome	lytic	low quality draft
NC_031255.2 Gordonia phage Schnabeltier, complete genome	lysogenic	low quality draft
NC_049491.1 Acinetobacter phage vB_AbaP_Apostate, complete genome	lytic	high quality draft
NC_027366.1 Bacillus phage Mater, complete genome	lytic	high quality draft
NC_030937.1 Xanthomonas phage f30-Xaj, complete genome	lytic	high quality draft
NC_031903.1 Synechococcus phage S-CAM22 isolate 1209TA19, complete genome	lytic	high quality draft
NC_031929.1 Streptococcus phage phiARI0468-1, complete genome	lytic	high quality draft
NC_014460.1 Staphylococcus phage SAP-26, complete genome	lysogenic	medium quality draft
NC_027644.1 Microviridae Fen7786_21, complete genome	lytic	low quality draft
NC_031076.1 Propionibacterium phage PFR1, complete genome	lysogenic	high quality draft
NC_055035.1 Fusobacterium phage Fnu1, complete genome	lytic	medium quality draft
NC_051693.1 Mycobacterium phage OldBen, complete genome	lysogenic	medium quality draft
NC_000871.1 Streptococcus phage Sfi19, complete genome	lytic	high quality draft
NC_048817.1 Gordonia phage Tanis, complete genome	lytic	medium quality draft
NC_048753.1 Lactobacillus phage 3-521, complete genome	lytic	high quality draft
NC_020836.1 Cyanophage KBS-M-1A genomic sequence	lytic	high quality draft
NC_028933.1 Pseudomonas phage PhiCHU, complete genome	lytic	medium quality draft
NC_052975.1 Klebsiella phage YMC16/01/N133_KPN_BP, complete genome	lysogenic	medium quality draft
NC_001421.2 Enterobacteria phage PRD1, complete genome	lytic	high quality draft
NC_047889.1 Escherichia virus mutPK1A2, complete genome	lytic	high quality draft
NC_047768.1 Phage MedPE-SWcel-C56, complete genome	lytic	high quality draft
NC_054959.1 Ralstonia phage Gerry, complete genome	lytic	high quality draft
